id_protac,linker_canonical,warhead_canonical,e3_ligand_canonical,smiles_canonical
1944,CCCCCCCCCCC=O,[R1]N1C2=CC=CC(=C2C(=N1)N)C3=CC(=CC=C3)NC(=O)NC4=CC=CC(=C4)C(C)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCC(=O)N3N=C(N)C4=C(C5=CC=CC(NC(=O)NC6=CC=CC(C(C)C)=C6)=C5)C=CC=C43)C(C)(C)C)C=C2)SC=N1
1945,CCCCCCCCCCCCCCC=O,[R1]N1C2=CC=CC(=C2C(=N1)N)C3=CC(=CC=C3)NC(=O)NC4=CC=CC(=C4)C(C)C,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N3N=C(N)C4=C(C5=CC=CC(NC(=O)NC6=CC=CC(C(C)C)=C6)=C5)C=CC=C43)C(C)(C)C)C=C2)SC=N1
1946,CCCCCC=O,[R1]N1C2=CC=CC(=C2C(=N1)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=CC=C(F)C(NC(=O)NC2=CC=C(C3=CC=CC4=C3C(N)=NN4C(=O)CCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)=C1
1947,CCCCCCCCCCC=O,[R1]N1C2=CC=CC(=C2C(=N1)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=CC=C(F)C(NC(=O)NC2=CC=C(C3=CC=CC4=C3C(N)=NN4C(=O)CCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)=C1
1948,CCCCCCCCCCCCCCC=O,[R1]N1C2=CC=CC(=C2C(=N1)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C)F,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=CC=C(F)C(NC(=O)NC2=CC=C(C3=CC=CC4=C3C(N)=NN4C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)=C1
1949,CCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1950,CCCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1951,CCCCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1952,CCCCCCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1953,CCCCCCCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1954,NCCCCCO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1955,NCCCCCCO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1956,NCCCCCCCCO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1957,NCCNC(=O)CO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1958,NCCCNC(=O)CO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1959,NCCCCCNC(=O)CO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1960,NCCCCCCNC(=O)CO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1961,NCCCCCCCNC(=O)CO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1962,NCCCCCCCCNC(=O)CO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1963,C#CCCC(N)=O,[R1]C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(NC(=O)CCC#CC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)=NC=C12
1964,C#CCCCC(N)=O,[R1]C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(NC(=O)CCCC#CC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)=NC=C12
1965,C#CCCCCC(N)=O,[R1]C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(NC(=O)CCCCC#CC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)=NC=C12
1966,NCCOCCO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCOCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1967,NCCOCCOCCO,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCOCCOCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1968,CCOCCOCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1969,CCCCCCN,[R1]C(=O)C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CN(C)C(=O)C1=CN(C2CCCC2)C2=NC(NC3=CC=C(C(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=NC=C12
1970,CCCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1971,CCCCCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1972,CCCCCCCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1973,CCOCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1974,CCOCCOCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1975,CCOCCOCCOCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1976,CCOCCOCCOCCOCCNC(=O)CC,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1977,CCC(=O)NCCCCNCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1978,CCC(=O)NCCCCCCNCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1979,CCC(=O)NCCCCCCCCNCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1980,CCC(=O)NCCOCCNCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1981,CCC(=O)NCCOCCOCCNCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1982,CCC(=O)NCCOCCOCCOCCNCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCOCCNCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1983,CCC(=O)NCCCCNCCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1984,CCC(=O)NCCCCCCNCCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1985,CCC(=O)NCCOCCNCCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1986,CCC(=O)NCCOCCOCCNCCC=O,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1987,CCC(=O)NCCCCNC(=O)CO,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1988,CCC(=O)NCCCCCCNC(=O)CO,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1989,CCC(=O)NCCCCCCCCNC(=O)CO,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1990,CCC(=O)NCCOCCNC(=O)CO,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1991,CCC(=O)NCCOCCOCCNC(=O)CO,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1992,CCC(=O)NCCOCCOCCOCCNC(=O)CO,[R1]N1CCC(CC1)C2=CC(=C(C=C2C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC(C)C,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCOCCOCCOCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1
1993,CCCCCCC=O,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)C6CCCC6,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O,O=C1CCC(N2CC3=C(NC(=O)CCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1
1994,CCCCCCCC=O,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)C6CCCC6,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCN4CCN(C5=CC=C(NC6=NC=C7N=C(NC8=CC=CC=C8)N(C8CCCC8)C7=N6)C=C5)CC4)C=CC=C3C2=O)C(=O)N1
1995,CCCCCC,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)C6CCCC6,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCN3CCN(C4=CC=C(NC5=NC=C6N=C(NC7=CC=CC=C7)N(C7CCCC7)C6=N5)C=C4)CC3)C(C)(C)C)C=C2)SC=N1
